snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments
SNYK-PYTHON-TENSORFLOW-1013602,Heap-based Buffer Overflow,pip,tensorflow,2.0.3,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.0.3,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013602,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOW-1013602,Heap-based Buffer Overflow,pip,tensorflow,2.1.2,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.1.2,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013602,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOW-1013602,Heap-based Buffer Overflow,pip,tensorflow,2.2.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.2.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013602,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOW-1013602,Heap-based Buffer Overflow,pip,tensorflow,2.3.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013602,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOWCPU-1013447,Uninitialized Memory Exposure,pip,tensorflow-cpu,2.2.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.2.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013447,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOWCPU-1013447,Uninitialized Memory Exposure,pip,tensorflow-cpu,2.3.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013447,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013535,Heap-based Buffer Overflow,pip,tensorflow-gpu,2.3.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013535,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013540,NULL Pointer Dereference,pip,tensorflow-gpu,1.15.4,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v1.15.4,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013540,Y,changelog; github release note,changelog,Y,vuln details; cve mentioned,Vulnerability description; Advisory reference,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013540,NULL Pointer Dereference,pip,tensorflow-gpu,2.0.3,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.0.3,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013540,Y,changelog; github release note,changelog,Y,vuln details; cve mentioned,Vulnerability description; Advisory reference,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013540,NULL Pointer Dereference,pip,tensorflow-gpu,2.1.2,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.1.2,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013540,Y,changelog; github release note,changelog,Y,vuln details; cve mentioned,Vulnerability description; Advisory reference,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013540,NULL Pointer Dereference,pip,tensorflow-gpu,2.2.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.2.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013540,Y,changelog; github release note,changelog,Y,vuln details; cve mentioned,Vulnerability description; Advisory reference,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013540,NULL Pointer Dereference,pip,tensorflow-gpu,2.3.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013540,Y,changelog; github release note,changelog,Y,vuln details; cve mentioned,Vulnerability description; Advisory reference,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013560,Uninitialized Memory Exposure,pip,tensorflow-gpu,2.2.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.2.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013560,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-TENSORFLOWGPU-1013560,Uninitialized Memory Exposure,pip,tensorflow-gpu,2.3.1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013560,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
SNYK-PYTHON-THRIFT-564343,Denial of Service (DoS),pip,thrift,0.9.0,no repository listed,not found through script,https://github.com/apache/thrift/blob/master/CHANGES.md,https://snyk.io/vuln/SNYK-PYTHON-THRIFT-564343,Y,,changelog,Y,attack type; function,Vulnerability description; Affected component listed,Y,N,,,
SNYK-PYTHON-TWISTED-564357,HTTP Header Injection,pip,twisted,19.2.0,https://github.com/twisted/twisted,not found through script,https://github.com/twisted/twisted/blob/master/bin/admin/check-newsfragment ; https://github.com/twisted/twisted/blob/master/docs/core/development/policy/release-process.rst ; https://github.com/twisted/twisted/blob/master/docs/historic/NEWS.rst ; https://github.com/twisted/twisted/blob/master/NEWS.rst,https://snyk.io/vuln/SNYK-PYTHON-TWISTED-564357,Y,,changelog,Y,affected fucntion; pr reference; attack type; summary fix; vulnerable attack mentioned,Vulnerability description; Fix referenced; Affected component listed; security notice,Y,N,,,
SNYK-PYTHON-URLLIB3-1047466,Insecure Defaults,pip,urllib3,1.8,https://github.com/urllib3/urllib3,not found through script,https://github.com/urllib3/urllib3/blob/master/CHANGES.rst,https://snyk.io/vuln/SNYK-PYTHON-URLLIB3-1047466,Y,,changelog,N,,,Y,Y,backwards incompatible; affected api,Breaking change notice; Affected api listed,
SNYK-PYTHON-WEBPY-42075,Cross-site Scripting (XSS),pip,web.py,0.39,https://github.com/webpy/webpy,not found through script,https://github.com/webpy/webpy/blob/master/ChangeLog.txt,https://snyk.io/vuln/SNYK-PYTHON-WEBPY-42075,Y,,changelog,Y,security notice; affected component,security notice; affected component listed,Y,N ,,,
SNYK-RUBY-ACTIONVIEW-632514,Cross-site Scripting (XSS),RubyGems,actionview,5.2.4.4,https://github.com/rails/rails/tree/v6.1.3.1/actionview,https://github.com/rails/rails/releases/tag/v5.2.4.4,https://github.com/rails/rails/blob/masteres/CHANGELOG.md ; https://github.com/rails/rails/blob/masteres/source/2_2_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/2_3_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/3_0_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/3_1_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/3_2_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/4_0_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/4_1_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/4_2_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/5_0_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/5_1_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/5_2_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/6_0_release_notes.md ; https://github.com/rails/rails/blob/masteres/source/6_1_release_,https://snyk.io/vuln/SNYK-RUBY-ACTIONVIEW-632514,Y,,github release note,Y,cve link; vuln type; affected component,Advisory reference; Vulnerability description; Affected component listed,N,N,,,
